& you?	Look, I am playing the piano for you.
'All-you-can-eat'dinner special.	I don't like to.
'Romeo and Juliet'.	What is it about?
'Round'and'frame'are two different terms.	Perhaps you can tell me a little more about this.
( 10 minutes later. ) Hi. Here are completed forms.	OK. Can I have your original ID card and tw0 2 - inch photos?
( 5 minutes later ) What sort of hairstyles do you like?	What hairstyle do you feel will look best on me?
( A few minutes later. ) Should I get off at the next stop?	No, don't worry. I'll get you off when you get there.
( After arriving on time ) Here's twenty dollars.	Do you have small bills?
( After trying ) I'm afraid it's still too fight around the stomach.	Let me check the stock. How about this one?
( After trying ) Mm, a perfect fit. How much?	150 Yuan.
( After watching the movie. ) Are you crying?	I get a lump in my throat whenever I see a tragic movie.
( Afternoon ) Miss Liu. Are you typing my report?	Yes, what can I do for you?
( At counter 1. ) Do you take parcels here?	Yes.
( At the MET station ) Hurry up! We are running late for school.	Let's take the MET. lt's faster and cheap.
( At the Party ) It's Christmas Eve! Time to open presents!	Here! Open mine first.
( At the beach ) My bag is so heavy. Let's put the stuff under the tree.	Good idea. It is always cooler in a shade.
( Bob groans. ) What's the matter.Bob?	I think it's my ankle.
( Get here ) Here we are, sir.	How much do I owe you?
( Handing her a menu ) Your waiter will be here in a minute to take your order.	Thank you.
( In the club ) Look at those people in the dance floor, they are so crazy.	That's rock and roll with fast tempo.
( Later ) Everything looks tempting. What do you want to have?	Kebabs and roast squid.
( Later.. ) Everything looks tempting. What do you want to have?	Kebabs and roast squid.
( No response; Silence )	Hello? Who is calling, please?
( Person A comes out of the dressing room ) How did you like the sweater?	I loved it. I'll take it.
( Pointing ) This one here.	Ah, yes. There's big cavity.
( Raising a lock ) About like this?	No, not that much. Now, yes, that's fine.
( Smile ) I can ’ t believe this for it ’ s been 20 years since we got married.	So do you feel happy now?
( The customer gets the aspirin and vitamins. ) That'll be $ 16.00.	Here's a twenty.
( They walk over to the apartment. ) As you can see, it's large and completely furnished.	What bills are included in the rent?
( XXXXXXXXXX )	Hello?
( after a while... ) Walter! Where are you?	I'm in the bathroom.
( after a while... ) Where's the patient?	He's there in the room. He's very ill.
( at the dance ) That band is playing good music. Shall we dance?	Fine, what do you call this?
( ha ha ) I ’ ll keep that in mind, but don ’ t tell my husband.	Of course not!
( several minutes later ) Now it's done. Is it satisfactory?	Very good, thanks.
( still on the bus. ) What time is it?	It is a quarter to twelve.
( while driving ) Are you in a hurry?	I have to be there before 17 00.
( while shaking hands ) I am Zhang Wei, nice to meet you, sir.	I am Smith, the personnel director. Please have a seat, son.
. I have a house in the suburbs.	Oh, I bet it's really quiet. But is there much to do there?
...	Ok. got it.That'll be $ 6.50. Thank you for your order.it will be there in 20 minutes.
... And now, let ’ s go to Kenny Williams for today ’ s weather forecast.	Thank you Bill, and good morning Salt Lake City!
... Can you start next week?	Next week?
... I knew it. I always knew you were a lesbian!	She's my roommate, not my date. The D-man, as in dork.
... I know I'll be killed if I pee on the toilet seat.	And Steve is going to look after you until we come back.
... OK. And here's your money.	Thank you. And goodbye.
... Okay, I'm done. Here's the form and my old card.	Great. Your order will take only one week.
... Okay, I'm finished. Here's your form and my old card.	Very good, sir. Your order will be ready in one week.
... Okay, I'm through. Here's the form and my old card.	Very good. You can pick up your order in one week.
... Sorry, her line is busy at the moment. Can I take a message?	Sure. Can you have her call me back on my cell phone number?
... Who you were with? I didn ’ t know whom you were with.	Excuse me?
... and for us to get tans in our new bikinis.	Not this Taiwanese girl. We don't like to get suntans.
... sir?	Where ’ s my wallet? Someone has stolen my wallet!
... sorry, her line is busy at the moment. Can I take a message?	sure. Can you have her call me back on my cell phone number?
01088256798	Ok, you will be hearing from Mr Wood later in the afternoon then, Mr John.
01705...	455623.
0K.See you then.	Do you have your member card with you?
0h, good. I have a long day and it's good to get here.	Mr. Rodgers, how would you handle your account?
0h, that would be nice of you.	I'll turn the heat up.
1 500 yuan. How will you pay for this, sir?	Credit card.
1 thirty P. m. But I've got to check in at 12 thirty P. m.	What airline and what flight?
1,000 RIB.	Not just a thoughtful granddad, but a generous one too.
1,000 Yuan? That's great! So...	OK, I know what you mean. It's my treat.
10 dollars.	Here is the money, keep the change.
10 dollars.	Here's the money, keep the change.
10 fifteen a. m.	Can I get the ticket here?
10 in the morning?	No, at night.
10 o ’ clock in the morning to 2 o ’ clock in the afternoon.	Thank you.
10 o'clock in the morning to 2 o'clock in the afternoon.	Thank you.
10 pence off if you use this coupon.	Can I buy everything in the supermarket by it?.
10 pounds.	Here you are. Which platform should I go to wait for the train?
10,000 Japanese yen.	OK, Sir. Would that be Fixed or Current Deposit?
100 for immediate delivery, and 500 in two months time.that's by the end of July	Well. then, 260 yuan each.
100 yuan each, so you owe me 200 yuan.	Oh, OK. Here's 200 yuan.
1021.It's a duet! Come on, Pick the mic and sing along!	No. I need a rest!
1088 RIB.	Is breakfast included?
10:15 a. m.	Can I get the ticket here?
12	Three or four o'clock?
12 hours, including 5 hours overtime.	That's tough indeed! Do you think your health can afford?
12,000 a year, but you can't get visitors to live in.	OK. Would it be all right to look at the room first?
12,000 yuan a year, but you can't have visitors live in it.	OK. Would it be all right to look at the room first?
120 yuan.	It's not expensive. OK. I'll take them.
12:00. You have to wait for a while.	OK.
12:05. And it takes only 20 minutes to get to the station by bus.	Yes, but what will happen if the bus is late?
13.50?	Sorry, $ 14 is the lowest I can go.
14 May flower Ave, Los Angeles.	Alright, We'll take care of that.
14 hours.	Thank you.
1446 Pine.That's in San Francisco, isn't it?	Yes, it is.
15 % is impossible. That'll leave us almost no profit.	If that's the case, I'll have to go somewhere else to meet my needs.
15 dollars per dozen	Oh, it's rather too high. We have another offer for a similar one at a much lower price.
15 dollars.And for a hard one, only 6 dollars.	Then one hard seat, please.
15 people.	Wow. That is a very big family. Do you all live together?
15,000 Yuan, including water, but electricity and gas.	Where is it located?
15,000 yuan, including water, but not electricity and gas.	Where is it located?
15.	What about your brother?
150 Yuan.	A little expensive. But I'll buy it anyway. It's hard for me to get a perfect one. Here is 200 Yuan.
150 a month.	150? No, I'm not really interested in this place. It isn't big enough. It isn't near enough to my office.
150 a month.	150? No, I'm not really interested in this place. It isn't big enough. It isn't near enough to my office. 150?
150 pounds.	Do put yourself on a diet, otherwise you'll be too fat.
150 yuan for each piece.	That's a bit more than I was prepared to pay.
150 yuan for hard seats.	Fine.
150 yuan.	I'll take it.
15th of April, 1969.	And your occupation?
16 divided by 2 equals 8.	You got it. Good job.
16 divided by 2. What's the answer?	16 divided by 2 equals 8.
16 hours. Beijing is 16 hours ahead.	Are we losing or gaining a day on the way to America?
16. Yours?	No kidding! I'm 16, too. We should definitely play together some time. My name's Bob.
160 yuan.	Could you book it for me?
180 yuan.	Here is 200 yuan.
190 yuan.	Here is 200 yuan. The charge is for you.
1999.	How about the mileage?
1:30 P. m. But I've got to check in at 12:30 P. m.	What airline and what flight?
2 hours and we will meet beside our bus. It's over there.	Got it. Thank you.
2 hours. You won't get late for your train.	I hope so.
2 months.	What do you do for work?
2 nights, how much does it cost?	A single room costs you $ 85 / day.
2 towels and l Turkish towel, please?	OK, I will send them to you soon.
2 weeks. Can I have a brochure of the sightseeing tours?	Here you are. Take your time.
2 weeks. Is that OK?	We have just 10 days for the vacation.
2,000 RIB per month.	What starting salary would you expect here?
2,200 $.	It is a bit expensive. But it is worth buying one's favorite. I will take them.
2,500 yuan a month.	This apartment is nice, but I'd like to find a cheaper one.
2.50 Yuan.	And how much is the coca cola?
20 dollars.	Here you are. Thank you, bye-bye!
20 percent is the best discount I can offer. That will came to 72yuan.	OK. 72 yuan.
20 persons.	What kind of room would you like?
20 pounds per day, including breakfast.	All right, we'll take it.
20 to 1, in favour of the Cougars!	Too bad.
20/350.	Mine's 20/20. Life just isn't fair, is it?
200 Yuan a week, but smoking is not allowed.	OK. Can I see the room now?
200 bucks for a piece of junk like that? That's a ripped-off.	What do you mean?
200 bucks.	200 bucks for a piece of junk like that? That's a ripped-off.
200 dollars per week.	In my opinion, the rent is far more expensive than that in other areas.
200 rolls of each. Make it 200 rolls for each sample.	How many rolls altogether?
200 yuan a night.	OK. Dose it include breakfast?
200 yuan a week, but smoking is not allowed.	OK.Can I see the room now?
200 yuan for each person.	What does it include?
200,000 yuan. By the way, what about the interest rate?	It's only 4.5 % for one-year loan. Do you want to apply now?
2000 Hongkong dollars per night plus ten percent service charge and five percent government tax.	That ’ s fine.
200yuan. I bought a computer online, so I have to pay the mortgage.	I am so sorry to hear that. Is that enough?
203.	Fine.we we'll send it to you right now.
233-331-8828. Let me give you my email address too. It's Tom861@gmail.com	OK, I'll talk to you soon.
24th? I have time. But I can't wait that long, I'm dying to see you. Let's make another time.	Ok.
25 cents a day.	25 cents a day?
25 cents a day?	That means 25 cents for each late book.
25 dollars. Do you think that's enough?	That's not very much.
25 mm diameter.	They're at the back of the stores, second shelf up on the right-hand side.
25 yuan by air, 13 yuan by sea.	How long will it take by air?
25 yuan, please.	Here ’ s 30 yuan.
25 yuan.	Here's 30. Keep the change.
25.00 dollars a week, but you can't have visitors.	Fine.Would it be OK to look at the room?
250 Yuan.	Really? Too expensive. I don't think I can afford it.
250 Yuan.	That's expensive.
250 yuan, please!	That is expensive.
256-7797.	Got it. What else do you see?
256MB.	Then any cell phone can meet your need because they generally have memories of over 512MB.
25th Sep? Oh, I have an appointment tonight.	What time is your appointment?
275 dollars is the lowest price I can offer.	It's a deal.
2781703 1. Sure. I'll make sure he gets the message.	Thanks so much, bye.
27th day of the fourth month.	By the way, could you tell me when the film will begin?
2:30, please.	It's 60 yuan, please.
3 Yuan, please.	Here you are. Thanks.
3 weeks	Well, how do you like this one? You will stay there for 17 days.
3 weeks. I am here on tour.	Have a pleasant stay in Britain.
3 years.	Would you like to tell me something about your outstanding achievements?
3,000 Yuan is a little bit steep.	I think so. Let's see the next one, 3,500 Yuan, summer program. Forget it.
3,000 marks in hundreds and the rest in tens and twenty ’ s, please.	Here you are Mr. Lee. Will there be anything else?
3,075. Our paychecks are 3300 combined. That means we don't have any receipts for 225.	Right.
3,500 yuan.	It's reasonable. Here you are.
3.00 Yuan.	Here is ten Yuan.
30 dollars and 10 cents? Here you go.	Thank you, Madam. Have a nice drive!
30 dollars, Ma'am.	Are you kidding? The meter says 15 dollars, doesn't it?
30 dollars, ma'am.	Are you kidding? The meter says 15 dollars, doesn't it?
30.00 dollars a week.	Do you think I could have a look at it, please.
300 dollars.	That's sheer robbery!
3000 RIB as bonus for each person.	To encourage the staff increases.
3448-2691- 6429-34.	And what is the expiration date on your passport?
345 Lincoln Avenue. Oklahoma City.	O. K. Your name please?
345 Stony Creek Avenue.	Thank you very much. I ’ ll be there on time.
349-95- 8821.	Do you have medical insurance?
35.00 dollars a week, but I don ’ t allow smoking.	OK.Can I see the room now?
350 yuan.	OK. I'll take it.
360 yuan.	Show it to me, Please. Can you get me another? It's scratched a little bit here.
3725015281?	No, it ’ s 3725019281, it ’ s a 9, not a 5.
38000yuan is my final offer.	Hum... OK. I will take it.
4 days.	Could you give me your name and phone number?
4 o'clock.	Thank you.
4. By the way, what's your dress code?	We require a jacket and tie.
40 miles per hour.	Which direction were you coming from? And which direction were you going?
400 US dollars. Here it is. Would you please give me small bills?	No problem.
419 yuan.	It is too expensive for me. Do you have something cheaper?
4434 1234 5678 9902.	Double one, zero two?
4434 1234 5678 9902?	That's right.
45 Yuan. If you buy the two, you can get a small bottle of nail polish for free.	Well, I'll take them.
455623.	455623.
455623.	That's right.
456 Cherry Drive, Pasadena, CA 91170.	That's correct.
48C. It's on your left hand side.	Thank you.
4:00 p. m..	OK. Thank you.
5 000 yuan per month.	That's a lot of money. Let me think about it carefully.
5 days. And could you send a bellboy to pick up my luggage?	Sure. We'll be there in a few minutes.
5 minutes or so.	Is it close to the subway station?
5, and please put us as close as possible to the stage.	No problem, sir. When are you coming to dinner?
5,000 Euros will be sufficient, thanks.	Please fill in this form. How would you like it? In 100 Euro cheques?
5,000 yuan a month.	Why do you plan to change your job?
50 dollars per person.	That's reasonable. Will you take care of meals for the day?
500 US dollars.	No kidding! We have only 5 bottles of beer.
500 dollars, Madam.	I wonder if it keeps good time.
500 feet! I would never be able to do that.	Yeah, It was scary but exhilarating.
500 feet! I would never be able to do that.	Yeah, It was scary, but exhilarating.
500 feet! I would never be able to do that.	Yeah, it was scary, but exhilarating.
500 in twenty dollar bills and the rest in a dollar bills.	Here you are.
500. We ’ re running on three shifts.	Does the plant work with everything from the raw material to the finished product?
512.	OK, we'll send someone up to check it.
543210.	Fine. Thank you.
55 dollars, madam.	Ok, I will take two bottles.
553-2213. Great, thanks.	No problem. Pick me up something to eat too, please.
555-7658	Thank you. Where should I send your final phone bill?
56 Edison Ave, Apartment 39, Los Angeles.	When would you like your account closed?
578 yuan a night, plus VAT, including air-conditioner and TV.	Does that include breakfast? Can I make calls on outside line?
5o dollars. Later you have to place your ticket near the sensor.	I see.
6 500 yuan. You will get it on the price tag.	It s a little overpriced. Is there any discount on this laptop?
6,000 miles, all highway mileage.	What do you mean 7B
64 pounds, please.	Here you are.
650 Yuan.	650 Yuan! You must be kidding! I can subscribe for evening newspapers for ten years with that much!
6850 pound.	That's a lot of money!
7	How many diners will be in your group?
7 is fine with me.	Great. I'll pick you up at six thirty.
7 o'clock tonight and there will be 5 persons.	OK, sir. Five persons at 7:00.
70 yuan.	Is there any cheaper one?
75,000 per year.	Yikes! Thanks for your interest in this job. We ’ ll be getting back to you.
78 dollars a day with unlimited mileage.	And I'd like to have insurance just in case.
7834623464 3367.	Where do you live in China?
7:00 in my staying hotel.	OK, I am going to the hotel to pick you up. See you tomorrow night.
7:00 tonight and we'd like a smoking table.	No problem, sir.
7:30 p. m. performance, please.	OK, we have tickets at 100 yuan and 50 yuan.
7:30. By tho way, I would like a table next to the window.	No problem, sir.
8 it is. See you then.	Bye.
8 pm, that's fine with me.	Okay.
8. Is your VIP room big enough for 8 persons?	Of course.
80 yuan.	It's rather expensive, isn't it?
800 RIB, please.	Please enter your personal code right here, on the key pad. And sign here, please.
800 Yuan a month.	Could I have a look at it, please?
800 yuan a month.	Could I have a look at it, please?
812.	Is there anything else I can do for you?
845 lincoln Avenue.	When do you want it cancelled?
856674.	That's right.
87 cents.	How come so cheap?
88 Yuan.	OK, that is reasonable. I will take it.
8825 1127 4235 9869.	Expiration date?
8826789 4, extension to 208	When will you reach there?
8902365.	And your address, please?
900 dollars.	How would you like it?
911. What can I do for you?	I am reporting a break-in.
920 pm, I couldn't say. I can't remember.	Are you sure you can't remember?
9:00!	Yes, I have too much work to do at the moment.
9:25 on Platform 12, Track B.	When does it arrive?
9:45, please. We want a table next to the window.	I am sorry, sir. We are booked until 9:10.
: How are you, Mr. Ding? I ’ m John Brown.	Pleased to meet you, Mr. Brown.
A 15 - inch Pro model is $ 2,100 plus tax.	That sounds like a great price. I'll take one.
A 9:12 flight in the morning and a 14:00 flight in the afternoon.	When will the plane reach Hong Kong for the morning flight?
A 9:12 flight in the morning and a 14:00 flight in the afternoon.	When will the plane reach for the morning flight?
A B plus.	That's not bad.
A Chinese girl has broken the world record in the Olympic Games.	That's incredible. I can't believe it.
A Coke, please.	OK. I'll see if I can get waited on.
A DENY shirt and one of Serena Williams'used tennis rackets!	Your idol! Wow! You're even better at finding stuff than me!
A ETV? Are you serious? ETV?	Yes, why not? Don ’ t you like ETV?
A Korean film called Friends, starring Sang Dong-gun.	Really? I've seen that movie, too.
A Mac is a very popular brand.	She mentioned a Mac. How much is it?
A Mac is something most people appreciate.	In fact, she prefers Macs. How much is one?
A Mac it is. I'll take one home with me.	She'll be very happy with this. And how do you plan to pay for it?
A Mac would be an excellent gift.	I like Macs. How much for a Mac?
A Notice of Unemployment Insurance Award letter will be sent to you.	What information will be in that letter?
A PB & J is pretty easy to make.	I'm going to do that.
A Sony. It's only one third the size of my old camera and looks rather smart.	What about the quality?
A Sprite sounds good.	What else would you like?
A Visa.	The number and expiration?
A bar of soap!	Look at Vivian! She thinks she's the cat's meow!
A basket of lilies.	You need fruit and lilies. Am I right?
A beautiful center!	And good shot!
A big one would be nice.	How about this one? It's our biggest — 16 ” in diameter.
A big one would be nice.	How about this one? It's our biggest — 16'in diameter.
A bookstore, probably. With a yellow and orange logo.	Good, any other clues?
A bottle of glue.	And I want a large box of chalk, too.
A bunch of people went looting last night.	They what?
A charge came up on my bill that I didn't make.	What was the charge for?
A checkup. I think I have a bad cavity. Half the side of my head hurts.	What tooth is giving you pain?
A chess board! Daddy is going to teach you how to play!	Cool!
A chinese girl have broken the world record in the Olympic Games	That's incredible. I cann't believe it.
A coffee grinder?	Yes, it must be used for grinding coffee beans.
A compact please. What's the daily rate for that car?	Thirty dollars a day.
A couple of days ago. I just go back from the funeral.	Is there anything I can do?
A couple of times.	Can you go there with me? I'd like someone who is familiar with that area to go with me.
A crazy language? Why do you say that?	One letter can have several pronunciations and one word can have several meanings.
A cup of coffee and an apple pie. How about you?	I don't want coffee. I'd like some orange juice.
A cup of coffee, please, with cream and sugar.	The cream and sugar are on the table, sir.
A cup of coffee, please.	Would you like cream or sugar in your coffee?
A cup of hot orange juice.	Will that be it?
A dark suit. White shirt. A tie. Why?	Perhaps that had something to do with it.
A description of each test is given on the site.	What will the numbers tell me?
A diet? What for? You are in great shape.	I went to the doctor the other day. My cholesterol is up.
A dime? I remember when copies used to cost a nickel.	There aren't many things you can get for a nickel, sir.
A double cheeseburger sounds good.	Everything on it?
A double room sounds great.	All right sir. How many nights will you be staying?
A double room without a view for just one night?	That's right.
A double room, please.	OK. Could I have your name, please?
A dozen 30 - cent stamps and 6 envelopes.	Anything else?
A few months.	How do you think of living here?
A few nights, I'm not quite sure of my schedule yet.	OK. I'll just need to see a credit card and passport.
A flea market is an outdoor place where people sell all kinds of used stuff.	OK, Where can I find one?
A fried crisp chicken and an eggplant with chili sauce.	How about drink?
A friend told me I might find a room here.	Yes. I ’ ll have a room free next week.
A friend told me I might find a room here.	Yes. I'll have a room free next week.
A friend told me might find a room here.	Yes. I'll have a room free next week.
A funny thing happened to me the other day.	Oh, yes?
A garage sale... that's where people check out cars, right?	What? Cars? Are you serious?
A girl he met on holiday in Spain, I think.	Have they set a date for the wedding?
A glass of Qingdao beer.	Yes, sir. I'll bring it over. Have you decided what you'd like, sir?
A glass of juice please.	Coming up immediately.
A gold watch!	Do you like it?
A good choice. I prefer that one myself.	Now, is there any warranty with this?
A good friend of mine is there on a homestay program, too.	I see.
A good suggestion for you.You need a holiday.	It wasn't always like this, you know.
A great deal of people follow rugby in my country.	There are plenty of rugby fans in my country too.
A haircut and a shave, please.	How would you like your hair cut, sir?
A ham salad sandwich.	Sorry, I didn ’ t prepare this.
A highchair and car seat! Wow Betty, thank you so much! I really appreciate it!	One more from Carla.
A hike would be great! Let me pack us a nice picnic lunch, OK?	Linda, that would be a perfect addition.
A house warming party?	Yes, Deborah and I are going to buy a new home in Woodlawn.
A house would be great. I could plant a garden. And you could use the garage for a workshop.	Here ’ s an interesting ad
A hundred and fifty. No, wait, make that a hundred and sixty.	Yes, sir. Will there be anything else?
A laptop is a type of computer that you can carry with you. Do you understand?	Yes, I think so. Can you say it again?
A large coke, please.	Eating here or to go?
A large, with tons of ketchup.	And to drink?
A lecture on how to make stir-fried ginger beef, not the boxing you like.	I prefer boxing to beef.
A little French.	Good.
A little bit. I have to go to sleep though I don't want to.	Yes, I do not want to see ur sleeping in the office.
A little over 3 years.	In what section did you work in the hospital?
A little, I wish I could do that.	You can! With a little practice.
A little, but not very well.	How long have you been here?
A little, but the rush was worth it.	Tell me about it.
A little. Are you American?	Yes.
A lot of people in my dorm are sick. Perhaps I picked it up there.	Did you take any cold medication?
A lot of stars, including Andy, Justin, Mendy...	Mendy? Are you sure? I love her songs!
A lot of things aren't fair. That's life.	I have rights, don't I?
A lot of things!	Tell me in details.
A lot of young people have to do that.	Yes. but the husband had to work overtime three times a week, so he was always tired.
A lot, like the party I'm having on Friday.	Well, that's cool.
A lousy desk lamp. And you?	A bar of soap!
A man robbed me today.	When?
A man sent Miss Smith flowers, and Bryan got kicked out of class!	Cool! I wish I could have been there!
A medium is fine for me.	How about this one?
A meeting will be arranged to negotiate the relevant stuff.	That will be good.
A minute, please. It's 6212 yuan all together. Tax included.	Can I pay with traveler's check?
A minute, please. It's 6215 yuan all together, tax included.	Can I pay with traveler's check?
A moment please, sir. Yes, I can confirm 10 rooms for those days.	Thank you. Is there a special rate for a group reservation?
A month before the time you want the goods to be delivered.	Could you possibly effect shipment more promptly?
A month. Don't forget to return them by the due date.	What if I can't finish them by then?
A movie sounds good.	Call me tomorrow then.
A necklace?	No.
A new car! You're kidding!	No, really! And she told me the secret to winning, wear red underwear!
A new film is on. Have you ever seen it?	What kind of movie is it?
A new film is on.Have you ever seen it?	What kind of movie is it?
A new two-bedroom apartment, around 100 to 120 square meters, in the Sanlitun area.	What about the surrounding area?
A nice name, isn't it?	Yeah, like it very much. My name has become a part of me.
A nice quiet house is exactly what we're looking for.	Well, gentleman.Each room is $ 40 a week if you think that's OK.
A one-bedroom apartment has one bedroom, a living room, a kitchen and a bathroom.	Is there any furniture?
A one-way ticket to Chicago, please.	How many did you say, sir?
A party of 13.	Alright, we are waiting for you at 7.
A party of three.	All right.We are waiting for you at seven.
A party? Yes. I'd love to. Thank you for inviting me. Will Monica come?	Of course.
A piece of cake?	Yes. It ’ s easy and convenient to use a computer. But it takes a long time to really master it.
A pipe broke in my wall, and water is leaking.	Is the water causing any damage?
A pipe burst in my wall.	Is the pipe causing any water damage?
A pipe in my apartment is leaking.	Where is the pipe?
A pleasure meeting you as well, the flowers are for you.	Thank you, they are beautiful.
A post order for four hundred dollars.	In that case, you ’ d better have it registered.
A postal order for four hundred dollars.	In that case, you'd better have it registered.
A postcard costs you five yuan. A dozen postcards cost you 60 yuan.	OK. Here is the money. Thank you very much.
A private vehicle, huh? No, a taxi is okay.	Some people find a limo to be much more comfortable than a taxi.
A private vehicle? No, thanks, I won't need one.	Even better than a private vehicle is a limo. How does that sound?
A quarter past five.	I must be off now. I'm pressed for time.
A really dreadful accident and many people were killed.	Is that true?
A receipt?	Yes. I must see your receipt. You can't have your money back without receipt.
A return ticket, please.	A return ticket is forty-six pounds fifty.
A risk I would never take...	Then you haven't browsed eBay before... get online. Don't hang up!
A sack of cherries, please.	Here you are.
A second language is always difficult.	True, but English is harder than most. It's a crazy language.
A second language is always difficult.	True, but English is harder than most.It's a crazy language.
A secret weapon. They'd better set up the defense now.	Clive is ready to explode. Keep your eyes open.
A silk scarf. I love it. Thank you very much. My lovely son.	Happy Women's Day. I love you forever, Mum.
A single one with a private bath.	Would you like to have your room on the top floor?
A single room costs you $ 85 / day.	Does the charge include everything?
A single room from June 18th to 20th. Is that correct?	Yes.
A single room, preferably with a bath.	How long do you plan to stay?
A single, preferably with a bath.	How long do you intend to stay?
A single?	No. I need a double and three triples. My family is waiting for me in the car.
A small bag. I guess we also need a few oranges.	How many?
A small cola.	I'll have a sandwich and small fries. Would you like to have some desserts?
A small glass, or a big one?	Small please.
A soda sounds good.	Soda isn't the best thing to drink when you're thirsty.
A soft seat or hard one?	How much is a soft?
A special order of banana pancakes for you!	Pancakes? I don't like pancakes. I ordered waffles.
A stop! Wait for the lights to turn green.	When crossing the road you must always pay attention to what's around you.
A table for two, please.	All right. How about this one by the window?
A table-cloth of this size and style is 15 Yuan.	That ’ s reasonable.
A taxi it is. Where will you be headed?	Rockefeller Center. Can you get the taxi here immediately, please?
A taxi will be here in just a minute, sir.	Good. I'll get my coat and come downstairs.
A teacher.	But if I were you, I would be a singer. You've got such a beautiful voice.
A tie?	Oh, shut up about ties! Forget about ties, why not?
A tough job. They even offer in-service training every Wednesday afternoon.	Good for you.
A tow truck was towing my car and put all those dents in my car.	Are they going to pay you for the damages?
A train got trapped underground with him inside.	And no phone.
A trim and perm.	Do you want a cold-wave or perm?
A truck turned over on the freeway.	Are you kidding?
A twin room, please.	Hold on, please.... I'm afraid we're fully booked.The only room available at the moment is a suite.
A two-bedroom house in this area is generally around 250,000 RIB.	I see.
A vet-a veterinary surgeon.	Good gracious! What's that?
A visitor.	Have a good time!
A warrant for what?	Apparently, you have a bench warrant.
A week ago? They met last summer and now just sink. They will be married soon.	Have they set a date for the wedding?
A white one, please.	Maybe you could have a look at this one.
A woman after my own heart...	OK, Mr. Coffee Connoisseur, so what's the next step in the coffee-making process?
A, do your best, it's very important.	Please trust me. I will finish it very well.
A-what?	A vet-a veterinary surgeon.
ABC Rent-a-Car. May I help you?	I would like to rent a car. What kind of car do you have?
AC Milan versus Real Madrid.	That will be a tough match, right?
AKIM 400.	Okay. Just stay in your car. We ’ ll be there in five minutes.
ASAP, in writing of course.	Sure, who am I bidding against?
Aah! Close your eyes. You aren't supposed to see this.	Ah ha! I caught you. Just let me peek. I won't tell anyone.
About $ 25, tips not included.	Fine. Will you please help me with the luggage
About 1 hour. Would you buy it?	Yes. I want a first class single ticket.
About 10 % of the gross sales.	That's fine.
About 100 words a minute.	En... and can you speak any foreign languages?
About 12 o'clock, when I came home from work.	Apparently forced entry. The lock is battered to pieces.
About 12. She is a good girl.	I think so.
About 13 hours.	Let me count. Ok, it works out for my schedule. Thanks a lot!
About 15 stops.	That is a long way to go. It is so kind of you to help me. Thank you very much.
About 15 years now.	Do you think you'll still love him when he is old and gray?
About 18 years, I started learning when I was a kid.	That ’ s really interesting, you have to play for me some time.
About 18 years, I started learning when I was a kid.	That ’ s really interesting. you have to play for me some time.
